message,label
"¡URGENTE! ¡Su móvil no 07XXXXXXXXX ganó un premio de llamadas de bonificación de £ 2,000 el 02/06/03! ¡Este es el segundo intento de comunicarse con usted! ¡Llame al 09066362231 lo antes posible! Box97n7qp, 150ppm",spam
Su garantía se ha extendido sin costo adicional,0
"El signo de madurez no es cuando comenzamos a decir grandes cosas ... pero en realidad lo es, cuando comenzamos a comprender cosas pequeñas ... * Que tengas una buena noche * BSLVYL",ham
"Señor, espero que su día vaya sin problemas. Realmente esperaba que no tuviera que molestarte por esto. Tengo algunas facturas que no puedo resolver este mes. Estoy fuera de efectivo extra. Sé que este es un momento desafiante para ti también, pero tengo que avisarte.",ham
"¡El texto de tono de llamada gratis primero a 87131 para un poli o texto, llegue a 87131 para un tono verdadero! ¿Ayuda? 0845 2814032 16 Después del 1er libre, los tonos son 3x £ 150pw a e £ nd txt parada",spam
Su cuenta ya está activa comienza a disfrutar de los beneficios,0
"¡El coqueteo de 1000 ahora! ¡Txt Girl o Bloke & Ur Name & Age, por ejemplo, niña Zoe de 18 a 8007 para unirse y charlar!",spam
Necesitamos verificar tu cuenta bancaria,1
Ear dinero para compartir sus opiniones,1
"No pienses en ""lo que tienes"" piensas en ""cómo usarlo que tienes"" bueno ni8",ham
Gracias por sus hermosos deseos. Tu rock,ham
Reclamar su tarjeta de regalo de cumpleaños,0
Diviértete con nuestros juegos de mesa,1
Conoce las actualizaciones a nuestras politicas,0
Llamaré ahora querido tener comida,ham
Aprovecha nuestros préstamos con bajo interés,1
¿Cuáles son sus planes de año nuevo?,ham
"Me preguntaba si estaría bien que llames al tío John y le hiciera saber que las cosas no son las mismas en Nigeria, ya que están aquí. Que & lt;#& gt;  Los dólares son 2 años enviados y que sabes que es una tensión, pero planeo pagar cada centavo que da. Cada diez centavos, así que para mí esperar nada de ti, no es práctico. Algo así.",ham
Cucharas está bien?,ham
"Hola, necesito que coordinemos ese tablero",0
"Actualmente tenemos un mensaje en espera de su colección. Para recopilar su mensaje, simplemente llame al 08718723815.",spam
"Oh, ok, no sabía a qué te referías. Sí, soy bebé jontin",ham
Lul estoy obteniendo algunos chismes jugosos en el hospital. Dos enfermeras están hablando de lo grasas que están obteniendo. Y uno piensa que es obeso. Oyea.,ham
"No te he llamado en un tiempo. Esto espera que sea la malaria L8R y que sepas que los extrañamos. Extraño a Bani Big, así que por favor dale mi amor especialmente. Qué tengas un lindo día.",ham
Rastrea tu envío con este código,0
Aún no está planeado :) solo se unirá a la compañía el 5 de enero. Don saber qué sucederá después de eso.,ham
Normalmente solía beber más agua diariamente :),ham
Por favor ayúdame a decirle a Ashley que no puedo encontrar su número oh,ham
"Enero Venta masculina! Chat gay caliente ahora más barato, llame al 08709222922. Tasa nacional de 1.5p/min barato a 7.8p/min pico! Para detener los mensajes de texto llame al 08712460324 (10p/min)",spam
"Sí, tengo mi almuerzo buffet ahora ... ¿ya comes?",ham
"Genial, envíame un mensaje de texto cuando salgas",ham
Gracias por tu fidelidad,0
Esperando 4 mi programa de televisión 2 comienza para ... ¿estás ocupado haciendo tu informe?,ham
Lamentamos informarte que tu postulación no ha sido seleccionada,0
Este producto te hara sentir mas joven,1
K seguro que estoy en el hogar de mis familiares. Sms me de. PLS :-),ham
Por supuesto también subo algunas canciones,ham
Ella es encontrar. Te envié un mensaje fuera de línea para saber cómo está ahora Anjola.,ham
Tu pedido ha sido enviado,0
"Ok no hay problema ... sí, voy a sch a las 4 si lo remo correctamente ...",ham
Adquirir nuestro seguro contra robos,1
Después de un grado completado. No sirve de nada para unirse a las finanzas.,ham
Ok para ü llegar y luego enviarme un mensaje.,ham
Declaración: Cambio temporal de la sede,0
Conoce cómo protegemos tus datos,0
Adjunte una foto de su documento,1
Este producto milagroso le quitará las arrugas,1
Por favor ayúdame a encontrar a mi mascota perdida,0
¿Ya llegas a Orchard? ¿Usted primero va a comprar boletos?,ham
Envía una selfie con tu documento,1
Gana dinero viendo anuncios en tu telefono,1
Gana puntos extra con nuestro club de viajeros,1
"Lo siento, llamaré más tarde",ham
Disfruta 30 dias de servicio bonificado,0
Vine al albergue. Me voy a dormir. Por favor llámame antes de la clase. Hrishi.,ham
Envíe una copia de su identificación,1
Cualquier cosa es valiosa en solo 2 situaciones: primero- antes de conseguirlo ... segundo- después de perderlo ...,ham
Su reclamo está siendo atendido,0
Monetiza tu conocimiento como instructor,1
Necesitamos confirmar su dirección de envío,1
K..menté mi contacto por qué?,ham
ARD 6 como dat lor.,ham
Por qué me interpongo entre ustedes,ham
Mantenga su rutina de acondicionamiento físico con nuestros videos,1
Gana entradas para el concierto de ano,1
Mi matrícula está a las 330. Hm vamos por el 1120 a 1205 uno? ¿Te importa?,ham
Lea cómo protegemos su información,0
Recuerda que tienes una reunión importante el lunes.,0
Gana una gift card en nuestra rifa,1
Agenda tu cita para el chequeo anual,0
Aproveche las ofertas de fin de semana,1
"¿Tu hámster está muerto? Oye, entonces, ¿te encuentro a la 1pm Orchard MRT?",ham
"Depende de un peluquero individual, diga bonita, pero mis padres dicen que aparecen gong. U Kaypoh .. También no sé qué recoge.",ham
Este es mi número de Vivek ..,ham
Feliz día mamá eres la mejor,0
"Genial, te enviaré un mensaje de texto cuando esté en camino",ham
¿Ay Wana se encuentra en el sábado? Ü wkg en el sábado?,ham
"Freemsg, ¿por qué no has respondido a mi texto? Soy randy, sexy, mujer y vivo local. Me encanta saber de ti. NetCollex Ltd 08700621170150p por Msg Responder Parada para finalizar",spam
Gracias por pagar a tiempo y mantener tu cuenta al dia,0
Gana recompensas para tus compras regulares,1
Postula su equipo favorito y gana,1
"¿Cómo es que yo c ü ... sí, me corté el cabello ...",ham
Feliz dia mama gracias por tanto amor,0
Estamos atendiendo tu reclamo te responderemos a la brevedad,0
No Don Da :) ¿Qué planeas?,ham
Hola ¿te interesa formar parte de nuestro equipo?,0
"Así que Li Hai ... yo aburrido ahora, el profesor repitiendo las últimas semanas.",ham
U 2.,ham
"Gracias por contactarnos, valoramos sus comentarios",0
Es un adulto y aprendería de la experiencia. No hay peligro real. Simplemente no me gustan los píos que usan drogas que no necesitan. Pero no hay comentarios,ham
"Hola, me encantaría conocer",0
Su certificado de retenciones ya se generó,0
No me despierto desde entonces. Revisé esas cosas y vi que era verdad sin espacios disponibles. Por favor llame a la embajada o envíeles un correo.,ham
"Por cierto, asegúrate de que te entrenen a Worc Foregate Street, no Shrub Hill. Diviértete noche x",ham
"Una vez gratis, llámame señor. Estoy esperándote.",ham
"No, hombre, mi auto está destinado a estar lleno de gente",ham
Valoramos su lealtad aquí tienes un regalo especial,0
Por favor revisa y firma el acuerdo de confidencialidad,0
"¡Haz 1 cosa! Cambie esa oración a: ""Porque quiero 2 concentrarse en mi carrera educativa, me voy aquí ...""",ham
Ayúdanos a mejorar con tu opinión sincera,0
Pensé que estábamos haciendo una cosa de rey de la colina allí.,ham
¿Debo conseguir mi bolsa?,ham
"Hola, nos encantaría a nuestro equipo",0
"Dios mío, ¿cómo sabías lo que comí?",ham
Evite la suspensión Renovar su licencia,1
"Esta semana, las ofertas de miembros de Savamob ahora son accesibles. ¡Solo llame al 08709501522 para más detalles! Savamob, Pobox 139, LA3 2WU. Solo £ 1.50/semana. Savamob - ¡Ofrece móvil!",spam
"Ur HMV Quiz en efectivo es actualmente £ 500, para maximizar su efectivo, ahora envíe HMV1 a 86688 solo 150p/msg",spam
No. No quiero escuchar nada,ham
Por favor ayudame a encontrar a mi mascota perdida,0
Ok ... tómate tu tiempo y disfruta tu cena ...,ham
Comparta sus ideas sobre esta propuesta,0
Gana una consola de videojuegos en nuestro concurso,1
Necesitamos verificar tu informacion de pago,1
Desata tu potencial sexual con estas pastillas,1
Esta es tu última oportunidad de salvar,1
Confirma tu asistencia al taller de seguridad,0
Descubre el secreto de un abdomen plano,1
Dijo que me veo bastante con cabello largo wif wat. Pero yo está cortando bastante cortos 4 me leh.,ham
Hoy mi sistema SH se prepara. Todo está bien y también estoy en el pozo profundo,ham
El arte de hablar público con nuestro curso domina,1
Sé que mi amigo ya lo dijo.,ham
Clase terminada ¿Dónde estás?,ham
Empiece su día con pensamientos positivos,1
"Alguien que conoces ha preguntado nuestro servicio de citas 2 ¡Contácteate! ¿No puedo adivinar quién? Llame al 09058095107 ahora todo se revelará. POBOX 7, S3XY 150P",spam
Crucify es c no s. Deberías haberme dicho antes.,ham
Obtener acceso ilimitado a contenido exclusivo,1
"Dirame ... Máquame ... Hazme llorar ... pero al final de mi vida cuando muera, por favor, mantén una rosa en mi tumba y digo estúpido, te extraño ... que tengas un buen día bslvyl",ham
Necesita dejar de ir a la cama y hacer con el maldito trato,ham
Le dije tu número a Gautham ..,ham
Hoy es el último día de descuentos,1
Obtenga criptomonedas gratuitas con este enlace,1
"Buenos días, estoy sufriendo de fiebre y disentrería. No podré venir al cargo hoy.",ham
"Hemos enviado a JD para el ejecutivo de cuentas de servicio de servicio al cliente a su identificación de correo, para obtener detalles contáctenos",ham
"Finalmente ha sucedido ..! Aftr décadas ..! ¡La cerveza ahora es más barata que la gasolina! El gobierno espera que ""bebamos"". . . Pero no ""conduzcas""",ham
Encuentra tu pareja ideal con nuestra app,1
Yo no estoy trabajando. Una vez que consiga trabajo ...,ham
"Debajo del mar, hay una roca. En la roca, hay un sobre. En el sobre, hay un papel. En el papel, hay 3 palabras ... '",ham
Por favor confirma tu asistencia al seminario,0
¿No tienes oferta de mensajes?,ham
"Entonces, ¿cómo está el clima allí?",ham
Conozca las actualizaciones de nuestras políticas,0
De hecho feliz año nuevo. ¿Cómo estás dónde estás? ¿Cuándo estamos viendo?,ham
Hola querida llámame es urgnt. No sé cuál es tu problema. No quieres trabajar o si tienes algún otro problema al menos dígame. AHATAR PARA SU RESPUESTA.,ham
Pérdida de peso con nuestras ensaladas,1
Pleassssssseeeeee Tel me v Avent Done Sportsx,ham
"Viendo dibujos animados, escucha música y amp; en Eve tuvo que ir al templo y amp; Iglesia .. ¿Qué hay de ti?",ham
"¡URGENTE! ¡Has ganado una membresía gratuita de 1 semana en nuestro premio premio de premios de £ 100,000! Txt La palabra: afirmar no: 81010 T&C www.dbuk.net Lccltd POBOX 4403LDNW1A7RW18",spam
"Ok, me morteo b4, salgo de mi casa.",ham
Envíe un logotipo 2 Ur Lover - 2 nombres unidos por un corazón. Nombre de amor txt1 Nombre2 Mobno EG ADAM EVE 07123456789 A 87077 Yahoo! POBOX36504W45WQ TXTNO 4 sin anuncios 150p,spam
Haga clic para reclamar su premio,1
Cuenta con un cuerpo tonificado este verano,1
"TOT, es mi grupo compañero ... suerte, no he respondido ... ¿Qué hora es necesario para irse ...",ham
Tonificar su cuerpo con nuestro programa de ejercicios,1
Tu paquete está listo para ser recogido,0
Por favor actualiza tus datos de facturación,0
Su reserva de vuelo ha sido confirmada,0
"Si puedes hacerlo en cualquier momento esta noche o cuando puedas, es genial, solo envía un mensaje de texto cuando estés cerca",ham
Mejore su rendimiento sexual con este producto natural,1
"Un poco de tu sonrisa es mi hppnss, una gota de lágrimas es mi dolor, una parte de tu corazón es mi vida, un corazón como el mío te cuidará, forevr como mi buen amigo",ham
"Si llego ante usted después de sus diez mil millones de llamadas y mensajes de texto, así que ayúdame Dios",ham
Si escuchas un fuerte grito sobre & lt;#& gt; Minutos es porque mi ginlo me estará empujando cosas que no pertenecen:/,ham
"¿Llegó a mirar el piso, parece estar bien, en sus 50 años? * Está fuera mucho trabajo wiv. Tengo una mujer que viene a las 6.30 también.",ham
Moby Pub Quiz.Win A £ 100 High Street Premio si sabes quién será la nueva duquesa de Cornwall? Txt su primer nombre a 82277. Unsub Stop £ 1.50 008704050406 SP Flecha,spam
De lo contrario tenía trabajo a tiempo parcial na-tuition ..,ham
¿Huh tan temprano ... entonces ü cenar afuera de Izzit?,ham
"¡Excelente! Entonces, ¿qué te atrae a los burdas?",ham
Le pedí a Sen que viniera a Chennai y buscara trabajo.,ham
El corazón está vacío sin amor. La mente está vacía sin sabiduría ... ojos vacíos sin sueños & amp; La vida está vacía sin Frnds ... así que Alwys está en contacto. Buenas noches y amp; dulces sueños,ham
Bienvenido al equipo,0
"Ok, eso es muy importante.",ham
¿Cómo me lo enviaré?,ham
"Hola, estoy interesado en tus servicios",0
"Estimado aliviado de Westonzoyland, ¡todos también planearán este final!",ham
"De esa manera, el transporte es menos problemático que en la noche del sábado. Por cierto, si quieres pedirle a N para unirte a mi cumpleaños, siéntete libre. Pero necesito conocer los números definitivos como reserva en viernes.",ham
Despierta al artista que llevas por dentro,1
Gane comisiones que promuevan nuestros servicios,1
Lamentamos el cierre temporal de nuestras oficinas,0
"¡Sí, princesa! Quiero hacerte feliz ...",ham
Gracias por elegirnos estamos para servirte,0
Gracias 4 puttin da fone sobre mí!,ham
Gracias por enviar esta pregunta de habilidad mental.,ham
88066 de 88066 perdió 3 libras de ayuda,spam
"Gana el nuevo ""Harry Potter y la Orden del Phoenix (Libro 5) Responder Harry, Responda 5 preguntas: ¡la oportunidad de ser la primera entre los lectores!",spam
No sé oh. Ojalá este mes.,ham
Gracias por tu paciencia,0
Usa este cupón antes de que caduque,1
Usted es un ganador que ha sido especialmente seleccionado para recibir £ 1000 en efectivo o un premio de £ 2000. Hable con un operador en vivo para reclamar llame al 087123002209am-7pm. Costo 10p,spam
Necesitas levantarte. Ahora.,ham
Convertirse en afiliado y ganar dinero promocionando nuestros productos,1
"Ahora soy libre, llámame PA.",ham
Felicitaciones otorgaron £ 500 de cupones de regalo de CD y entrada gratuita 2 Nuestro sorteo semanal de £ 100 TXT Music a 87066 TNCS www.ldew.com 1 Win150ppmx3age16,spam
"Está bien, mi brazo se siente débil porque tengo una oportunidad para que podamos ir otra vez",ham
Mensaje Información importante para el usuario de O2. ¡Hoy es tu día de suerte! 2 Descubra por qué iniciar sesión en http://www.urawinner.com hay una fantástica sorpresa que te espera,spam
"Lo siento, llamaré más tarde",ham
Salir con mi hermano y su familia,ham
"Sí, probablemente aquí por un tiempo",ham
Y deja de ser un anciano. Puedes construir muñecos de nieve de los ángeles de nieve y las peleas de bola de nieve.,ham
